기준연도,학교명,학기,재학생,학자금대출이용학생비율(%) 전체,학자금대출이용학생비율(%) 등록금
2011,한국공학대학교,1,"1,570",10.6,7.6
2011,한국공학대학교,2,0,0,0
2011,한국과학기술원,2,"3,974",1.7,0.7
2011,한국과학기술원,1,"3,990",2.9,1.4
2011,한국교원대학교,1,"2,376",7.7,6.1
2011,한국교원대학교,2,"2,326",7.9,6.7
2011,한국교통대학교(산업대),2,"4,502",9.8,9.1
2011,한국교통대학교(산업대),1,"3,430",6.5,5.3
2011,한국국제대학교,2,"3,251",15.2,13.7
2011,한국국제대학교,1,"4,041",11.9,10.3
2011,한국기술교육대학교,2,"3,702",12.4,11.2
2011,한국기술교육대학교,1,"4,211",10.7,9.2
2011,한국방송통신대학교,1,"160,600",0.7,0.6
2011,한국방송통신대학교,2,"123,964",0.3,0.3
2011,한국산업기술대학교(산업대),1,"5,151",9.7,9.9
2011,한국산업기술대학교(산업대),2,"6,021",7.9,10.8
2011,한국성서대학교,1,"1,123",30.8,29.5
2011,한국성서대학교,2,"1,038",34.4,33.4
2011,한국예술종합학교,2,"2,390",21.2,20.5
2011,한국예술종합학교,1,"2,314",21.7,20.4
2011,한국외국어대학교,1,"8,981",11.9,11
2011,한국외국어대학교,2,"8,169",12.2,11.6
2011,한국외국어대학교(용인) _분교,1,"8,278",15.4,14.1
2011,한국외국어대학교(용인) _분교,2,"7,599",16.7,16.1
2011,한국전통문화대학교(각종),1,577,10.7,9.4
2011,한국전통문화대학교(각종),2,504,11.1,9.3
2011,한국체육대학교,1,"2,461",11.5,8.3
2011,한국체육대학교,2,"2,382",11.1,8.9
2011,한국침례신학대학교,1,"1,570",33.1,29.4
2011,한국침례신학대학교,2,"1,458",34.9,33.4
2011,한국항공대학교,2,"4,102",16.5,16
2011,한국항공대학교,1,"4,434",16,15.1
2011,한남대학교,2,"11,535",14.9,14.4
2011,한남대학교,1,"12,487",14,13
2011,한동대학교,2,"3,525",17,15.8
2011,한동대학교,1,"3,789",17.3,16
2011,한라대학교,1,"3,746",16.7,15.5
2011,한라대학교,2,"3,174",19.8,19.3
2011,한려대학교,1,"1,209",14.6,13.5
2011,한려대학교,2,511,32.5,30.1
2011,한려대학교(산업대),1,651,0,0
2011,한려대학교(산업대),2,"1,013",0,0
2011,한림대학교,1,"8,811",16.9,16
2011,한림대학교,2,"8,159",17.5,16.6
2011,한민학교,1,412,13.6,12.6
2011,한민학교,2,686,18.4,17.5
2011,한밭대학교(산업대),2,"8,248",10.1,9.4
2011,한밭대학교(산업대),1,"6,491",9.6,8.4
2011,한북대학교,1,"1,371",22.8,22.6
2011,한북대학교,2,"1,101",22.3,22
2011,한서대학교,1,"7,822",22.8,22.2
2011,한서대학교,2,"7,329",25.4,24.9
2011,한성대학교,1,"7,376",17.9,17.2
2011,한성대학교,2,"6,712",18.3,17.9
2011,한세대학교,2,"2,643",24.7,24.2
2011,한세대학교,1,"2,793",23.9,23.3
2011,한신대학교,2,"5,054",21.5,20.7
2011,한신대학교,1,"5,494",20.6,19.7
2011,한양대학교,2,"15,052",11.2,10.4
2011,한양대학교,1,"15,634",10.7,9.8
2011,한양대학교(ERICA) _분교,1,"9,366",15.1,14
2011,한양대학교(ERICA) _분교,2,"8,826",16,15.1
2011,한일장신대학교,1,"1,091",20.5,18.3
2011,한일장신대학교,2,"1,148",22,20.1
2011,한중대학교,1,"1,943",14.7,12.2
2011,한중대학교,2,"1,852",15.1,12.6
2011,협성대학교,1,"4,722",18.3,17.1
2011,협성대학교,2,"4,310",22.2,21.3
2011,호남대학교,1,"7,472",13.9,12.3
2011,호남대학교,2,"6,269",14.4,13.4
2011,호남신학대학교,2,609,22.7,21.5
2011,호남신학대학교,1,605,23.5,21.8
2011,호서대학교,1,"12,711",18.6,17.8
2011,호서대학교,2,"12,096",19.9,19.5
2011,호원대학교,1,"4,848",20.4,19.4
2011,호원대학교,2,"4,739",18.8,17.6
2011,홍익대학교,2,"11,188",13.1,12.4
2011,홍익대학교,1,"11,966",12.7,11.7
2011,홍익대학교(세종) _분교,2,"6,224",16.6,15.5
2011,홍익대학교(세종) _분교,1,"6,563",17,15.5
2011,화성의과학대학교,2,898,14.5,14.4
2011,화성의과학대학교,1,"1,111",14.6,14.4
2012,가야대학교,1,"2,733",19,17.3
2012,가야대학교,2,"2,444",16.5,14.5
2012,가천대학교,1,"18,555",18.6,17.6
2012,가천대학교,2,"16,644",20.8,19.7
2012,가톨릭관동대학교,1,"9,395",19.7,17.9
2012,가톨릭관동대학교,2,"8,503",19.4,17.7
2012,가톨릭꽃동네대학교,1,510,21.2,15.3
2012,가톨릭꽃동네대학교,2,503,22.3,19.1
2012,가톨릭대학교,1,"8,285",17.8,16.1
2012,가톨릭대학교,2,"7,702",18.6,17.4
2012,감리교신학대학교,1,886,24.4,21.9
2012,감리교신학대학교,2,859,24.1,21.8
2012,강남대학교,1,"7,367",18.4,17.3
2012,강남대학교,2,"6,858",18.6,17.6
2012,강서대학교,1,"1,427",26.5,24.8
2012,강서대학교,2,"1,380",25.9,25.2
2012,강원대학교,1,"21,746",13.7,9.6
2012,강원대학교,2,"19,860",12.7,10.1
2012,건국대학교,1,"25,241",15.2,14
2012,건국대학교,2,"23,056",15.3,14.3
2012,건양대학교,1,"8,138",17.1,14.9
2012,건양대학교,2,"7,724",18.4,16.4
2012,경기대학교,1,"14,938",18.5,17
2012,경기대학교,2,"13,761",19.5,18.4
2012,경남과학기술대학교,1,"5,468",8.9,6
2012,경남과학기술대학교,2,"5,001",8.5,5.8
2012,경남대학교,1,"13,290",11,9
2012,경남대학교,2,"12,256",11.1,9.4
2012,경동대학교,1,"5,424",21.5,19.6
2012,경동대학교,2,"5,046",21.9,20
2012,경북대학교,1,"23,882",10.5,6.8
2012,경북대학교,2,"22,608",10.1,7.1
2012,경북외국어대학교,1,326,13.8,12.6
2012,경북외국어대학교,2,314,13.1,12.1
2012,경상국립대학교,1,"14,941",9.8,6.9
2012,경상국립대학교,2,"13,975",10.5,7.9
2012,경성대학교,1,"13,262",16,14.4
2012,경성대학교,2,"12,453",17,15.7
2012,경운대학교,1,"5,389",15.4,14.1
2012,경운대학교,2,"5,233",15.4,14.3
2012,경인교육대학교,1,"2,754",7.8,5
2012,경인교육대학교,2,"2,895",7.2,5.3
2012,경일대학교,1,"7,351",11.9,10.6
2012,경일대학교,2,"5,255",14.3,13.1
2012,경희대학교,1,"24,906",14.5,12.8
2012,경희대학교,2,"23,569",14.4,13
2012,계명대학교,1,"23,515",15.1,13.5
2012,계명대학교,2,"21,723",15.2,13.5
2012,고려대학교,1,"27,272",11.6,10.1
2012,고려대학교,2,"25,509",12,11.3
2012,고신대학교,1,"4,100",22.5,20.3
2012,고신대학교,2,"3,795",23.3,21.7
2012,공주교육대학교,1,"1,663",7.2,4.3
2012,공주교육대학교,2,"1,780",7.4,5.6
2012,광신대학교,1,465,19.1,15.3
2012,광신대학교,2,461,17.8,15
2012,광운대학교,1,"9,077",15.6,13.9
2012,광운대학교,2,"8,314",15.6,14.6
2012,광주가톨릭대학교,1,80,0,0
2012,광주가톨릭대학교,2,83,0,0
2012,광주과학기술원,1,369,1.6,1.4
2012,광주과학기술원,2,262,0.8,0.4
2012,광주교육대학교,1,"1,555",5.7,2.8
2012,광주교육대학교,2,"1,639",7.6,6.3
2012,광주대학교,1,"7,271",14.5,11.2
2012,광주대학교,2,"6,131",16.5,14.1
2012,광주여자대학교,1,"4,083",16.2,13.5
2012,광주여자대학교,2,"3,898",18.6,15.7
2012,국립강릉원주대학교,1,"8,402",15.2,10.4
2012,국립강릉원주대학교,2,"7,806",14.9,12
2012,국립경국대학교,1,"6,564",12.5,7.4
2012,국립경국대학교,2,"6,187",11.9,8.7
2012,국립공주대학교,1,"14,161",12.5,9.5
2012,국립공주대학교,2,"13,527",12,9.7
2012,국립군산대학교,1,"7,767",12.5,7.4
2012,국립군산대학교,2,"7,121",12.5,8.5
2012,국립금오공과대학교,1,"7,055",10.4,6.3
2012,국립금오공과대학교,2,"6,206",11.3,8.4
2012,국립목포대학교,1,"8,040",12.1,7
2012,국립목포대학교,2,"7,386",12,8.7
2012,국립목포해양대학교,1,"2,438",21.1,10.5
2012,국립목포해양대학교,2,"2,386",23,12.8
2012,국립부경대학교,1,"17,625",9.8,6.6
2012,국립부경대학교,2,"15,984",10.3,7.2
2012,국립순천대학교,1,"7,705",11.6,7.9
2012,국립순천대학교,2,"6,918",11.5,8.9
2012,국립창원대학교,1,"8,850",9,6.4
2012,국립창원대학교,2,"8,174",8.9,6.4
2012,국립한국교통대학교,1,"9,315",14.7,11.3
2012,국립한국교통대학교,2,"8,628",12.7,10.5
2012,국립한국해양대학교,1,"6,865",15.7,8.7
2012,국립한국해양대학교,2,"6,307",15.6,10.2
2012,국립한밭대학교,1,"8,397",10.6,8.1
2012,국립한밭대학교,2,"8,113",9.5,7.3
2012,국민대학교,1,"15,407",15.8,14
2012,국민대학교,2,"14,253",18,17
2012,극동대학교,1,"4,367",22.6,20.8
2012,극동대학교,2,"4,042",23,21.9
2012,금강대학교,1,409,9.3,3.9
2012,금강대학교,2,331,5.1,0.3
2012,김천대학교,1,"3,281",16.4,14.4
2012,김천대학교,2,"2,612",16.3,14.3
2012,나사렛대학교,1,"5,758",20.8,17.9
2012,나사렛대학교,2,"5,459",20.7,18.3
2012,남부대학교,1,"3,184",18.5,15
2012,남부대학교,2,"2,881",17.9,15.7
2012,남서울대학교,1,"10,585",21.1,20.1
2012,남서울대학교,2,"9,806",21.4,20.5
2012,단국대학교,1,"24,689",18.5,16.8
2012,단국대학교,2,"22,540",18.9,17.6
2012,대구가톨릭대학교,1,"13,983",15.2,13.8
2012,대구가톨릭대학교,2,"12,659",16.4,15
2012,대구교육대학교,1,"1,814",7.9,5.2
2012,대구교육대학교,2,"1,926",8.4,7.3
2012,대구대학교,1,"19,830",15.4,14.3
2012,대구대학교,2,"18,303",16.2,15.3
2012,대구예술대학교,1,"1,383",22.2,20.3
2012,대구예술대학교,2,"1,178",23.9,22
2012,대구외국어대학교,1,372,16.4,13.4
2012,대구외국어대학교,2,350,15.1,13.7
2012,대구한의대학교,1,"6,847",16.6,14.9
2012,대구한의대학교,2,"6,281",17.5,16.1
2012,대신대학교,1,388,26.3,22.4
2012,대신대학교,2,419,28.2,23.9
2012,대전가톨릭대학교,1,77,0,0
2012,대전가톨릭대학교,2,107,0,0
2012,대전대학교,1,"9,994",16.9,14.4
2012,대전대학교,2,"9,311",16.6,15.1
2012,대전신학대학교,1,199,43.7,36.2
2012,대전신학대학교,2,199,38.7,35.2
2012,대진대학교,1,"8,074",22.6,21
2012,대진대학교,2,"7,654",23.4,22.5
2012,덕성여자대학교,1,"6,431",15.3,13.7
2012,덕성여자대학교,2,"5,890",15.2,14.3
2012,동국대학교,1,"22,382",16,14.9
2012,동국대학교,2,"21,089",16.3,15.4
2012,동덕여자대학교,1,"8,089",18.7,17.3
2012,동덕여자대학교,2,"7,353",18.6,17.4
2012,동명대학교,1,"9,039",15.9,14.1
2012,동명대학교,2,"7,994",16.3,14.9
2012,동서대학교,1,"11,341",18.9,17.4
2012,동서대학교,2,"10,382",19.2,17.5
2012,동신대학교,1,"6,902",15.2,12.4
2012,동신대학교,2,"6,288",17.6,15.6
2012,동아대학교,1,"21,348",16.1,14.4
2012,동아대학교,2,"20,156",16.7,15.1
2012,동양대학교,1,"4,362",19.9,17.6
2012,동양대학교,2,"3,824",20.7,19.4
2012,동의대학교,1,"17,298",14.5,12.9
2012,동의대학교,2,"16,274",14.7,13.3
2012,루터대학교,1,470,26,24.5
2012,루터대학교,2,467,26.6,24.4
2012,명지대학교,1,"14,715",19.7,17.6
2012,명지대학교,2,"13,539",19.5,17.8
2012,목원대학교,1,"9,705",16.9,14.8
2012,목원대학교,2,"8,466",18.4,17
2012,목포가톨릭대학교,1,560,13.2,11.4
2012,목포가톨릭대학교,2,546,16.5,14.5
2012,배재대학교,1,"9,939",15.4,13.2
2012,배재대학교,2,"8,629",15.9,14
2012,백석대학교,1,"13,404",23.4,20.6
2012,백석대학교,2,"12,642",22.6,20.3
2012,부산가톨릭대학교,1,"4,127",16.2,14.9
2012,부산가톨릭대학교,2,"3,928",18,16.3
2012,부산교육대학교,1,"1,696",7.5,5
2012,부산교육대학교,2,"1,800",9.9,8.2
2012,부산대학교,1,"21,678",10.3,6.6
2012,부산대학교,2,"20,549",10.8,8.2
2012,부산외국어대학교,1,"9,032",17.3,15.3
2012,부산외국어대학교,2,"8,313",17.8,16.1
2012,부산장신대학교,1,284,29.2,25
2012,부산장신대학교,2,270,29.6,24.8
2012,삼육대학교,1,"5,697",19.1,18
2012,삼육대학교,2,"5,178",20.7,19.8
2012,상명대학교,1,"13,127",19.3,17.9
2012,상명대학교,2,"11,954",20.3,19
2012,상지대학교,1,"8,080",18.7,16.8
2012,상지대학교,2,"7,634",18.1,16.4
2012,서강대학교,1,"8,377",11,9
2012,서강대학교,2,"7,846",11.2,9.8
2012,서경대학교,1,"6,625",19.7,18.9
2012,서경대학교,2,"6,053",20.1,19.5
2012,서남대학교,1,"2,070",19.8,18.3
2012,서남대학교,2,"6,090",6.4,5.9
2012,서울과학기술대학교,1,"11,268",14.7,12.7
2012,서울과학기술대학교,2,"10,927",13.1,10.7
2012,서울교육대학교,1,"1,646",5,3.8
2012,서울교육대학교,2,"1,763",5.7,4.9
2012,서울기독대학교,1,734,20,16.9
2012,서울기독대학교,2,705,20.4,18.4
2012,서울대학교,1,"16,712",4.6,2.9
2012,서울대학교,2,"16,131",4.1,2.5
2012,서울시립대학교,1,"9,309",6.8,2.7
2012,서울시립대학교,2,"8,569",6.2,2.5
2012,서울신학대학교,1,"2,375",35.7,32.4
2012,서울신학대학교,2,"2,224",37.3,35.4
2012,서울여자대학교,1,"8,050",15.9,14.2
2012,서울여자대학교,2,"7,376",16.2,14.7
2012,서울장신대학교,1,517,31.1,29.2
2012,서울장신대학교,2,510,34.5,32.4
2012,서울한영대학교,1,763,35.8,35.1
2012,서울한영대학교,2,699,38.1,36.9
2012,서원대학교,1,"6,672",17.2,15.9
2012,서원대학교,2,"6,072",17,15.5
2012,선문대학교,1,"10,034",17.9,16.1
2012,선문대학교,2,"9,062",18.2,16.8
2012,성결대학교,1,"5,511",25,23.7
2012,성결대학교,2,"5,121",28,27
2012,성공회대학교,1,"2,369",22,20.3
2012,성공회대학교,2,"2,123",22.3,20.1
2012,성균관대학교,1,"19,365",10.6,9.1
2012,성균관대학교,2,"18,097",10.1,8.6
2012,성신여자대학교,1,"10,414",15.9,13.8
2012,성신여자대학교,2,"9,695",16.1,13.9
2012,세명대학교,1,"8,428",19.5,17.7
2012,세명대학교,2,"7,694",21.1,19.6
2012,세종대학교,1,"11,153",18.9,17.8
2012,세종대학교,2,"10,334",18.1,17.1
2012,세한대학교,1,"4,494",16.3,13.4
2012,세한대학교,2,"3,790",13.8,11.4
2012,송원대학교,1,"1,773",15.9,13.6
2012,송원대학교,2,"2,613",13.6,11.4
2012,수원가톨릭대학교,1,167,0,0
2012,수원가톨릭대학교,2,186,0,0
2012,수원대학교,1,"11,248",19.3,17.8
2012,수원대학교,2,"10,778",19.4,18.1
2012,숙명여자대학교,1,"10,882",14.4,12.9
2012,숙명여자대학교,2,"10,035",12.7,10.9
2012,순복음총회신학교,1,276,25,24.3
2012,순복음총회신학교,2,198,26.8,26.3
2012,순천향대학교,1,"11,408",18,16.8
2012,순천향대학교,2,"10,886",18.9,18
2012,숭실대학교,1,"14,021",15,12.8
2012,숭실대학교,2,"13,447",15,13.1
2012,신경주대학교,1,"3,163",16.5,15.2
2012,신경주대학교,2,"3,257",18.1,17.1
2012,신라대학교,1,"10,040",16.5,14.7
2012,신라대학교,2,"9,351",15.9,15
2012,아신대학교,1,717,38.6,36.1
2012,아신대학교,2,690,41.2,38.6
2012,아주대학교,1,"10,171",16.5,15.2
2012,아주대학교,2,"9,369",16.7,15.9
2012,안양대학교,1,"5,274",18.2,16.1
2012,안양대학교,2,"4,959",21.7,20.1
2012,연세대학교,1,"27,245",11.6,9.5
2012,연세대학교,2,"25,892",11.5,9.8
2012,영남대학교,1,"23,493",15.1,13.5
2012,영남대학교,2,"22,216",15.8,14.6
2012,영남신학대학교,1,557,26.4,24.4
2012,영남신학대학교,2,523,27.9,26
2012,영산대학교,1,"7,252",12.5,10.8
2012,영산대학교,2,"6,140",13,11.4
2012,영산선학대학교,1,40,0,0
2012,영산선학대학교,2,38,0,0
2012,예수대학교,1,587,17,14
2012,예수대학교,2,591,17.4,12.2
2012,예원예술대학교,1,998,27.2,25.6
2012,예원예술대학교,2,900,28,26.9
2012,용인대학교,1,"6,489",23.9,22.2
2012,용인대학교,2,"5,957",23.1,21.9
2012,우석대학교,1,"7,859",18,15.9
2012,우석대학교,2,"7,287",18.6,16.5
2012,우송대학교,1,"8,771",17.7,16.5
2012,우송대학교,2,"7,735",16.3,15
2012,울산과학기술원,1,"2,517",5.5,3.1
2012,울산과학기술원,2,"2,122",4.8,2.3
2012,울산대학교,1,"14,037",10.5,9.2
2012,울산대학교,2,"13,033",11,10.1
2012,원광대학교,1,"16,767",15.2,12.4
2012,원광대학교,2,"15,955",14.6,12.2
2012,위덕대학교,1,"3,214",12.1,10.7
2012,위덕대학교,2,"2,683",14.5,13.1
2012,유원대학교,1,"3,802",18.6,17.2
2012,유원대학교,2,"2,975",19.7,18.1
2012,을지대학교,1,"5,295",21.1,19.8
2012,을지대학교,2,"5,278",23.4,22.3
2012,이화여자대학교,1,"16,083",9.1,6.9
2012,이화여자대학교,2,"14,810",8.1,6.4
2012,인제대학교,1,"10,390",14.5,13.6
2012,인제대학교,2,"9,905",15.1,14.1
2012,인천가톨릭대학교,1,808,23,22.2
2012,인천가톨릭대학교,2,711,22.9,21.9
2012,인천대학교,1,"14,639",17.7,15
2012,인천대학교,2,"13,281",17.4,15.6
2012,인하대학교,1,"18,627",17.2,14.5
2012,인하대학교,2,"17,762",18,16.7
2012,장로회신학대학교,1,663,25.2,22.3
2012,장로회신학대학교,2,636,30,25.9
2012,전남대학교,1,"20,707",9.7,6.3
2012,전남대학교,2,"19,203",10.1,7.8
2012,전북대학교,1,"18,909",10.4,6
2012,전북대학교,2,"17,813",10.7,7.4
2012,전주교육대학교,1,"1,350",6.3,3.8
2012,전주교육대학교,2,"1,460",7.6,6.2
2012,전주대학교,1,"11,709",17.4,15.4
2012,전주대학교,2,"10,369",17.9,15.7
2012,정석대학,1,153,0,0
2012,정석대학,2,168,0,0
2012,제주국제대학교,1,"1,029",14.2,11.6
2012,제주국제대학교,2,"1,165",13.4,12.1
2012,제주대학교,1,"10,359",9.3,5.9
2012,제주대학교,2,"9,649",10,7.2
2012,조선대학교,1,"20,804",14,12.1
2012,조선대학교,2,"19,377",14.6,13.1
2012,중부대학교,1,"8,848",17.8,16.3
2012,중부대학교,2,"7,553",17.4,16
2012,중앙대학교,1,"22,895",15.2,13.6
2012,중앙대학교,2,"21,406",15.2,13.6
2012,중앙승가대학교,1,254,0,0
2012,중앙승가대학교,2,250,0,0
2012,중원대학교,1,"2,199",23,20.8
2012,중원대학교,2,"1,543",21.5,19.2
2012,진주교육대학교,1,"1,507",6.4,3.3
2012,진주교육대학교,2,"1,629",6.4,5.3
2012,차의과학대학교,1,"1,256",14.8,13.7
2012,차의과학대학교,2,859,12.7,9.7
2012,창신대학교,1,"1,924",18.1,16.4
2012,창신대학교,2,"2,581",17.7,16.6
2012,청운대학교,1,"6,598",20.1,18.9
2012,청운대학교,2,"5,431",20.6,19.1
2012,청주교육대학교,1,"1,363",9,5.1
2012,청주교육대학교,2,"1,467",8,5.7
2012,청주대학교,1,"12,970",15.3,13.8
2012,청주대학교,2,"12,352",16.1,14.8
2012,초당대학교,1,"3,901",13.7,11
2012,초당대학교,2,"3,807",12.5,8.8
2012,총신대학교,1,"1,888",25.3,23.4
2012,총신대학교,2,"1,649",29.3,27.7
2012,추계예술대학교,1,"1,233",21.3,18.8
2012,추계예술대학교,2,"1,195",22.9,19.7
2012,춘천교육대학교,1,"1,535",11.5,6.8
2012,춘천교육대학교,2,"1,600",11.1,8.8
2012,충남대학교,1,"18,361",9.4,6.6
2012,충남대학교,2,"17,022",10,8.1
2012,충북대학교,1,"14,674",9.6,5.5
2012,충북대학교,2,"13,698",10,7.1
2012,칼빈대학교,1,462,29.7,29.2
2012,칼빈대학교,2,434,33.4,32.9
2012,평택대학교,1,"4,116",21,19.1
2012,평택대학교,2,"3,624",23,20.9
2012,포항공과대학교,1,"1,410",3.5,2.8
2012,포항공과대학교,2,"1,291",3.6,3.1
2012,한경국립대학교,1,"5,987",11.9,8.4
2012,한경국립대학교,2,"5,597",9.8,7.1
2012,한국공학대학교,1,"6,991",21.6,20.4
2012,한국공학대학교,2,"6,247",21.5,20.1
2012,한국과학기술원,1,"4,039",1.9,1
2012,한국과학기술원,2,"4,050",1.5,0.8
2012,한국교원대학교,1,"2,395",7.7,4.6
2012,한국교원대학교,2,"2,323",7.5,5.6
2012,한국국제대학교,1,"4,207",12.2,10.1
2012,한국국제대학교,2,"3,928",11.3,9
2012,한국기술교육대학교,1,"4,322",11.8,8.6
2012,한국기술교육대학교,2,"3,723",12.4,10.2
2012,한국방송통신대학교,1,"155,620",1.1,0.9
2012,한국방송통신대학교,2,"117,407",0.8,0.6
2012,한국성서대학교,1,"1,164",32.3,30.7
2012,한국성서대학교,2,"1,067",34.6,33.6
2012,한국예술종합학교,1,"2,484",16,15.1
2012,한국예술종합학교,2,"2,990",13,12.3
2012,한국외국어대학교,1,"17,074",14.8,13.6
2012,한국외국어대학교,2,"15,643",15.6,14.6
2012,한국전통문화대학교(각종),1,554,13.2,9.2
2012,한국전통문화대학교(각종),2,512,11.3,9.2
2012,한국체육대학교,1,"2,532",15,7.7
2012,한국체육대학교,2,"2,419",16.7,8.1
2012,한국침례신학대학교,1,"1,608",31.5,26.7
2012,한국침례신학대학교,2,"1,484",34.6,31.3
2012,한국항공대학교,1,"4,383",19,17.2
2012,한국항공대학교,2,"4,121",19.6,18.2
2012,한남대학교,1,"12,776",14.9,13.2
2012,한남대학교,2,"11,735",15.6,14.1
2012,한동대학교,1,"3,891",18.4,15.9
2012,한동대학교,2,"3,594",17.8,16.1
2012,한라대학교,1,"4,037",17.4,16.1
2012,한라대학교,2,"3,584",18.3,17.3
2012,한려대학교,1,714,24.2,20.7
2012,한려대학교,2,"1,587",11.5,9.8
2012,한림대학교,1,"8,863",18.3,16.5
2012,한림대학교,2,"8,119",18.2,16.9
2012,한민학교,1,0,0,0
2012,한민학교,2,0,0,0
2012,한북대학교,1,"1,576",24,22.7
2012,한북대학교,2,"1,307",24.7,24.1
2012,한서대학교,1,"7,825",24.9,23.6
2012,한서대학교,2,"7,417",25.1,24
2012,한성대학교,1,"7,321",18.7,17.2
2012,한성대학교,2,"6,944",19.6,18.5
2012,한세대학교,1,"2,794",25.3,23.9
2012,한세대학교,2,"2,637",25,23.5
2012,한신대학교,1,"5,382",22.2,20
2012,한신대학교,2,"5,063",22,20.4
2012,한양대학교,1,"24,887",13.4,11.3
2012,한양대학교,2,"23,656",13.9,12.2
2012,한일장신대학교,1,940,24.1,18.7
2012,한일장신대학교,2,"1,034",21.7,18.2
2012,한중대학교,1,"1,704",17.3,14.3
2012,한중대학교,2,"1,746",15.1,12.3
2012,협성대학교,1,"4,807",19.4,17.1
2012,협성대학교,2,"4,421",19,16.9
2012,호남대학교,1,"7,592",14.5,11.6
2012,호남대학교,2,"6,495",15.3,12.6
2012,호남신학대학교,1,572,24.7,21.7
2012,호남신학대학교,2,571,26.8,24.2
2012,호서대학교,1,"13,108",18.4,17
2012,호서대학교,2,"12,188",19.4,18
2012,호원대학교,1,"5,116",20.2,18
2012,호원대학교,2,"4,506",22.5,20.5
2012,홍익대학교,1,"18,585",15.2,12.4
2012,홍익대학교,2,"17,517",14.5,13.1
2012,화성의과학대학교,1,888,22,21.4
2012,화성의과학대학교,2,726,20.8,20.4
2013,가야대학교(김해),1,"2,710",20.4,18.3
2013,가야대학교(김해),2,"2,518",20.7,18.9
2013,가천대학교,1,"19,007",17,15.1
2013,가천대학교,2,"17,456",20,18.3
2013,가톨릭관동대학교,1,"9,434",20.4,17.5
2013,가톨릭관동대학교,2,"8,609",21.5,18.6
2013,가톨릭꽃동네대학교,1,503,18.5,12.5
2013,가톨릭꽃동네대학교,2,487,24.2,17.5
2013,가톨릭대학교,1,"8,069",17.8,15.5
2013,가톨릭대학교,2,"7,697",19.3,16.9
2013,감리교신학대학교,1,910,22.2,18.7
2013,감리교신학대학교,2,849,24,20.4
2013,강남대학교,1,"7,475",18,16.2
2013,강남대학교,2,"6,783",19.9,18.2
2013,강서대학교,1,"1,385",28.2,25.8
2013,강서대학교,2,"1,248",28,25.9
2013,강원대학교,1,"22,109",13,6.7
2013,강원대학교,2,"20,355",13.6,8.2
2013,건국대학교,1,"24,440",16.2,13.7
2013,건국대학교,2,"23,524",16.5,14.7
2013,건양대학교,1,"8,238",18,14.9
2013,건양대학교,2,"7,770",19,16
2013,경기대학교,1,"14,903",18.1,15.2
2013,경기대학교,2,"13,856",20.1,18
2013,경남과학기술대학교,1,"5,597",9.6,5.6
2013,경남과학기술대학교,2,"5,105",10,5.8
2013,경남대학교,1,"13,274",11.7,8.4
2013,경남대학교,2,"12,419",12.4,9.5
2013,경동대학교,1,"5,801",19.6,17.3
2013,경동대학교,2,"5,171",24.3,21.9
2013,경북대학교,1,"24,168",10,4.5
2013,경북대학교,2,"22,598",10.8,6.6
2013,경상국립대학교,1,"15,298",10.3,4.7
2013,경상국립대학교,2,"14,160",11.1,6.5
2013,경성대학교,1,"13,693",15,12.1
2013,경성대학교,2,"12,434",16.5,13.7
2013,경운대학교,1,"5,244",15.6,13.3
2013,경운대학교,2,"5,032",16.5,14.5
2013,경인교육대학교,1,"2,634",7.5,3.3
2013,경인교육대학교,2,"2,717",7.9,4.3
2013,경일대학교,1,"7,424",11.8,9.9
2013,경일대학교,2,"5,753",14.7,12.4
2013,경희대학교,1,"24,966",14.8,12.6
2013,경희대학교,2,"23,077",15.1,12.8
2013,계명대학교,1,"23,594",14.7,12.4
2013,계명대학교,2,"21,942",15.5,13.4
2013,고려대학교,1,"27,193",11.7,9.3
2013,고려대학교,2,"25,739",12.5,10.8
2013,고신대학교,1,"4,090",22.5,18.9
2013,고신대학교,2,"3,891",24.2,21.4
2013,공주교육대학교,1,"1,611",6.9,3.1
2013,공주교육대학교,2,"1,659",6.8,4.2
2013,광신대학교,1,469,21.5,15.6
2013,광신대학교,2,405,19.8,14.6
2013,광운대학교,1,"9,265",15.4,13.3
2013,광운대학교,2,"8,405",16.8,15
2013,광주가톨릭대학교,1,85,0,0
2013,광주가톨릭대학교,2,79,0,0
2013,광주과학기술원,1,450,2.4,1.6
2013,광주과학기술원,2,364,2.2,1.9
2013,광주교육대학교,1,"1,485",6,2.7
2013,광주교육대학교,2,"1,548",6.8,3.2
2013,광주대학교,1,"7,630",14.5,10
2013,광주대학교,2,"6,656",16.4,12.3
2013,광주대학교(산업대),2,0,0,0
2013,광주여자대학교,1,"4,123",14.8,11.7
2013,광주여자대학교,2,"3,911",17.5,14.6
2013,국립강릉원주대학교,1,"8,310",14.7,7.5
2013,국립강릉원주대학교,2,"7,888",15.3,9.6
2013,국립경국대학교,1,"6,753",11.3,5.1
2013,국립경국대학교,2,"6,267",12,6.7
2013,국립공주대학교,1,"14,419",12.2,7.4
2013,국립공주대학교,2,"13,474",12.8,9.2
2013,국립군산대학교,1,"8,180",12.5,5.2
2013,국립군산대학교,2,"7,367",12.8,6.5
2013,국립금오공과대학교,1,"6,816",9.9,4.1
2013,국립금오공과대학교,2,"6,496",10.9,5.7
