기준연도,학교명,대학자체대계열,재적학생,중도탈락학생,중도탈락비율(%)
2013.0,동명대학교,자연과학계열,1122.0,70,6.24
2013.0,동명정보대학교,공학계열,241.0,78,32.37
2013.0,동명정보대학교,예체능계열,54.0,17,31.48
2013.0,동명정보대학교,인문사회계열,163.0,49,30.06
2013.0,동명정보대학교,자연과학계열,11.0,8,72.73
2013.0,동서대학교,공학계열,4301.0,316,7.35
2013.0,동서대학교,예체능계열,2839.0,214,7.54
2013.0,동서대학교,인문사회계열,7449.0,414,5.56
2013.0,동서대학교,자연과학계열,1462.0,54,3.69
2013.0,동신대학교,공학계열,1887.0,194,10.28
2013.0,동신대학교,예체능계열,927.0,134,14.46
2013.0,동신대학교,의학계열,215.0,1,0.47
2013.0,동신대학교,인문사회계열,3993.0,423,10.59
2013.0,동신대학교,자연과학계열,2722.0,146,5.36
2013.0,동아대학교,공학계열,9960.0,282,2.83
2013.0,동아대학교,예체능계열,3018.0,127,4.21
2013.0,동아대학교,의학계열,102.0,2,1.96
2013.0,동아대학교,인문사회계열,12069.0,262,2.17
2013.0,동아대학교,자연과학계열,3355.0,117,3.49
2013.0,동양대학교,공학계열,2774.0,224,8.07
2013.0,동양대학교,예체능계열,653.0,60,9.19
2013.0,동양대학교,인문사회계열,2998.0,205,6.84
2013.0,동양대학교,자연과학계열,196.0,2,1.02
2013.0,동의대학교,공학계열,8655.0,461,5.33
2013.0,동의대학교,예체능계열,1855.0,108,5.82
2013.0,동의대학교,의학계열,200.0,0,0.0
2013.0,동의대학교,인문사회계열,10527.0,472,4.48
2013.0,동의대학교,자연과학계열,2633.0,97,3.68
2013.0,루터대학교,예체능계열,60.0,11,18.33
2013.0,루터대학교,인문사회계열,536.0,55,10.26
2013.0,명지대학교,공학계열,7037.0,235,3.34
2013.0,명지대학교,예체능계열,1986.0,88,4.43
2013.0,명지대학교,인문사회계열,129.0,3,2.33
2013.0,명지대학교,자연과학계열,1504.0,53,3.52
2013.0,명지대학교 _제2캠퍼스,공학계열,462.0,9,1.95
2013.0,명지대학교 _제2캠퍼스,인문사회계열,10195.0,363,3.56
2013.0,명지대학교 _제2캠퍼스,자연과학계열,243.0,3,1.23
2013.0,목원대학교,공학계열,2727.0,171,6.27
2013.0,목원대학교,예체능계열,3052.0,111,3.64
2013.0,목원대학교,인문사회계열,6301.0,346,5.49
2013.0,목원대학교,자연과학계열,1275.0,56,4.39
2013.0,목포가톨릭대학교,인문사회계열,173.0,5,2.89
2013.0,목포가톨릭대학교,자연과학계열,432.0,7,1.62
2013.0,배재대학교,공학계열,2773.0,280,10.1
2013.0,배재대학교,예체능계열,1265.0,125,9.88
2013.0,배재대학교,인문사회계열,7330.0,570,7.78
2013.0,배재대학교,자연과학계열,1716.0,144,8.39
2013.0,백석대학교,공학계열,2022.0,127,6.28
2013.0,백석대학교,예체능계열,3365.0,184,5.47
2013.0,백석대학교,인문사회계열,11888.0,532,4.48
2013.0,백석대학교,자연과학계열,1276.0,40,3.13
2013.0,부산가톨릭대학교,공학계열,583.0,41,7.03
2013.0,부산가톨릭대학교,인문사회계열,1953.0,91,4.66
2013.0,부산가톨릭대학교,자연과학계열,2644.0,84,3.18
2013.0,부산교육대학교,예체능계열,393.0,2,0.51
2013.0,부산교육대학교,인문사회계열,813.0,2,0.25
2013.0,부산교육대학교,자연과학계열,566.0,7,1.24
2013.0,부산대학교,공학계열,11079.0,205,1.85
2013.0,부산대학교,예체능계열,1953.0,37,1.89
2013.0,부산대학교,인문사회계열,10359.0,159,1.53
2013.0,부산대학교,자연과학계열,6240.0,156,2.5
2013.0,부산외국어대학교,공학계열,1002.0,63,6.29
2013.0,부산외국어대학교,예체능계열,503.0,41,8.15
2013.0,부산외국어대학교,인문사회계열,11271.0,476,4.22
2013.0,부산외국어대학교,자연과학계열,125.0,11,8.8
2013.0,부산장신대학교,인문사회계열,355.0,22,6.2
2013.0,삼육대학교,공학계열,1080.0,44,4.07
2013.0,삼육대학교,예체능계열,1135.0,59,5.2
2013.0,삼육대학교,인문사회계열,3032.0,112,3.69
2013.0,삼육대학교,자연과학계열,2474.0,93,3.76
2013.0,상명대학교,공학계열,909.0,32,3.52
2013.0,상명대학교,예체능계열,1411.0,59,4.18
2013.0,상명대학교,인문사회계열,4785.0,126,2.63
2013.0,상명대학교,자연과학계열,2042.0,60,2.94
2013.0,상명대학교(천안) _분교,공학계열,1827.0,92,5.04
2013.0,상명대학교(천안) _분교,예체능계열,3243.0,121,3.73
2013.0,상명대학교(천안) _분교,인문사회계열,2751.0,126,4.58
2013.0,상명대학교(천안) _분교,자연과학계열,875.0,42,4.8
2013.0,상지대학교,공학계열,1841.0,124,6.74
2013.0,상지대학교,예체능계열,1086.0,83,7.64
2013.0,상지대학교,의학계열,254.0,0,0.0
2013.0,상지대학교,인문사회계열,5270.0,325,6.17
2013.0,상지대학교,자연과학계열,2485.0,137,5.51
2013.0,서강대학교,공학계열,2612.0,61,2.34
2013.0,서강대학교,인문사회계열,7897.0,98,1.24
2013.0,서강대학교,자연과학계열,1279.0,46,3.6
2013.0,서경대학교,공학계열,2534.0,119,4.7
2013.0,서경대학교,예체능계열,1430.0,98,6.85
2013.0,서경대학교,인문사회계열,4422.0,252,5.7
2013.0,서경대학교,자연과학계열,761.0,32,4.2
2013.0,서남대학교,공학계열,34.0,14,41.18
2013.0,서남대학교,예체능계열,180.0,88,48.89
2013.0,서남대학교,의학계열,203.0,3,1.48
2013.0,서남대학교,인문사회계열,82.0,81,98.78
2013.0,서남대학교,자연과학계열,881.0,73,8.29
2013.0,서남대학교 _제2캠퍼스,공학계열,298.0,54,18.12
2013.0,서남대학교 _제2캠퍼스,예체능계열,134.0,42,31.34
2013.0,서남대학교 _제2캠퍼스,인문사회계열,981.0,251,25.59
2013.0,서남대학교 _제2캠퍼스,인문사회계열,140.0,31,22.14
2013.0,서남대학교 _제2캠퍼스,자연과학계열,262.0,19,7.25
2013.0,서울과학기술대학교,공학계열,3151.0,95,3.01
2013.0,서울과학기술대학교,예체능계열,614.0,8,1.3
2013.0,서울과학기술대학교,인문사회계열,443.0,18,4.06
2013.0,서울과학기술대학교,자연과학계열,238.0,7,2.94
2013.0,서울과학기술대학교(산업대),공학계열,6788.0,162,2.39
2013.0,서울과학기술대학교(산업대),예체능계열,1184.0,21,1.77
2013.0,서울과학기술대학교(산업대),인문사회계열,973.0,18,1.85
2013.0,서울과학기술대학교(산업대),자연과학계열,453.0,13,2.87
2013.0,서울교육대학교,예체능계열,365.0,4,1.1
2013.0,서울교육대학교,인문사회계열,835.0,9,1.08
2013.0,서울교육대학교,자연과학계열,526.0,8,1.52
2013.0,서울기독대학교,예체능계열,119.0,28,23.53
2013.0,서울기독대학교,인문사회계열,554.0,67,12.09
2013.0,서울대학교,공학계열,5058.0,48,0.95
2013.0,서울대학교,예체능계열,1617.0,11,0.68
2013.0,서울대학교,의학계열,598.0,2,0.33
2013.0,서울대학교,인문사회계열,9019.0,36,0.4
2013.0,서울대학교,자연과학계열,5034.0,89,1.77
2013.0,서울시립대학교,공학계열,4672.0,104,2.23
2013.0,서울시립대학교,예체능계열,631.0,11,1.74
2013.0,서울시립대학교,인문사회계열,6595.0,107,1.62
2013.0,서울시립대학교,자연과학계열,1151.0,38,3.3
2013.0,서울신학대학교,예체능계열,449.0,30,6.68
2013.0,서울신학대학교,인문사회계열,2082.0,78,3.75
2013.0,서울여자대학교,공학계열,625.0,13,2.08
2013.0,서울여자대학교,예체능계열,1243.0,41,3.3
2013.0,서울여자대학교,인문사회계열,5436.0,154,2.83
2013.0,서울여자대학교,자연과학계열,2293.0,67,2.92
2013.0,서울장신대학교,예체능계열,150.0,11,7.33
2013.0,서울장신대학교,인문사회계열,518.0,10,1.93
2013.0,서울한영대학교,예체능계열,91.0,11,12.09
2013.0,서울한영대학교,인문사회계열,642.0,41,6.39
2013.0,서원대학교,공학계열,1024.0,54,5.27
2013.0,서원대학교,예체능계열,1173.0,48,4.09
2013.0,서원대학교,인문사회계열,5875.0,307,5.23
2013.0,서원대학교,자연과학계열,1359.0,62,4.56
2013.0,선문대학교,공학계열,4282.0,299,6.98
2013.0,선문대학교,예체능계열,796.0,58,7.29
2013.0,선문대학교,의학계열,279.0,19,6.81
2013.0,선문대학교,인문사회계열,7226.0,434,6.01
2013.0,선문대학교,자연과학계열,1624.0,60,3.69
2013.0,성결대학교,공학계열,1447.0,75,5.18
2013.0,성결대학교,예체능계열,998.0,58,5.81
2013.0,성결대학교,인문사회계열,3700.0,176,4.76
2013.0,성공회대학교,공학계열,1070.0,54,5.05
2013.0,성공회대학교,인문사회계열,2266.0,121,5.34
2013.0,성균관대학교,공학계열,8947.0,181,2.02
2013.0,성균관대학교,예체능계열,1633.0,35,2.14
2013.0,성균관대학교,의학계열,83.0,0,0.0
2013.0,성균관대학교,인문사회계열,13242.0,242,1.83
2013.0,성균관대학교,자연과학계열,3073.0,122,3.97
2013.0,성신여자대학교,공학계열,478.0,12,2.51
2013.0,성신여자대학교,예체능계열,2571.0,53,2.06
2013.0,성신여자대학교,인문사회계열,7001.0,187,2.67
2013.0,성신여자대학교,자연과학계열,2171.0,87,4.01
2013.0,세명대학교,공학계열,3631.0,263,7.24
2013.0,세명대학교,예체능계열,1331.0,111,8.34
2013.0,세명대학교,의학계열,196.0,0,0.0
2013.0,세명대학교,인문사회계열,6089.0,375,6.16
2013.0,세명대학교,자연과학계열,1567.0,32,2.04
2013.0,세종대학교,공학계열,6825.0,219,3.21
2013.0,세종대학교,예체능계열,1798.0,58,3.23
2013.0,세종대학교,인문사회계열,5641.0,134,2.38
2013.0,세종대학교,자연과학계열,1795.0,51,2.84
2013.0,세한대학교,공학계열,148.0,22,14.86
2013.0,세한대학교,예체능계열,2501.0,161,6.44
2013.0,세한대학교,인문사회계열,2388.0,109,4.56
2013.0,세한대학교,자연과학계열,953.0,33,3.46
2013.0,송원대학교,공학계열,218.0,30,13.76
2013.0,송원대학교,예체능계열,111.0,11,9.91
2013.0,송원대학교,인문사회계열,552.0,40,7.25
2013.0,송원대학교,자연과학계열,379.0,39,10.29
2013.0,수원가톨릭대학교,인문사회계열,235.0,9,3.83
2013.0,수원대학교,공학계열,5321.0,254,4.77
2013.0,수원대학교,예체능계열,3116.0,207,6.64
2013.0,수원대학교,인문사회계열,5254.0,192,3.65
2013.0,수원대학교,자연과학계열,1906.0,83,4.35
2013.0,숙명여자대학교,공학계열,432.0,17,3.94
2013.0,숙명여자대학교,예체능계열,2120.0,31,1.46
2013.0,숙명여자대학교,인문사회계열,8463.0,169,2.0
2013.0,숙명여자대학교,자연과학계열,2212.0,83,3.75
2013.0,순복음총회신학교,인문사회계열,175.0,51,29.14
2013.0,순천향대학교,공학계열,4243.0,206,4.86
2013.0,순천향대학교,예체능계열,1190.0,100,8.4
2013.0,순천향대학교,의학계열,376.0,0,0.0
2013.0,순천향대학교,인문사회계열,6291.0,242,3.85
2013.0,순천향대학교,자연과학계열,2994.0,121,4.04
2013.0,숭실대학교,공학계열,8451.0,222,2.63
2013.0,숭실대학교,예체능계열,266.0,19,7.14
2013.0,숭실대학교,인문사회계열,10213.0,293,2.87
2013.0,숭실대학교,자연과학계열,1425.0,59,4.14
2013.0,숭실사이버대학교,공학계열,1447.0,201,13.89
2013.0,숭실사이버대학교,예체능계열,46.0,5,10.87
2013.0,숭실사이버대학교,인문사회계열,3985.0,713,17.89
2013.0,숭실사이버대학교,자연과학계열,286.0,55,19.23
2013.0,신경주대학교,공학계열,587.0,97,16.52
2013.0,신경주대학교,예체능계열,453.0,67,14.79
2013.0,신경주대학교,인문사회계열,3803.0,440,11.57
2013.0,신경주대학교,자연과학계열,504.0,43,8.53
2013.0,신라대학교,공학계열,2813.0,240,8.53
2013.0,신라대학교,예체능계열,1542.0,149,9.66
2013.0,신라대학교,인문사회계열,7234.0,370,5.11
2013.0,신라대학교,자연과학계열,2060.0,93,4.51
2013.0,아신대학교,인문사회계열,933.0,68,7.29
2013.0,아주대학교,공학계열,7014.0,198,2.82
2013.0,아주대학교,예체능계열,45.0,2,4.44
2013.0,아주대학교,의학계열,153.0,6,3.92
2013.0,아주대학교,인문사회계열,5939.0,146,2.46
2013.0,아주대학교,자연과학계열,1442.0,56,3.88
2013.0,안양대학교,공학계열,1893.0,116,6.13
2013.0,안양대학교,예체능계열,750.0,72,9.6
2013.0,안양대학교,인문사회계열,3010.0,160,5.32
2013.0,안양대학교,자연과학계열,487.0,20,4.11
2013.0,안양대학교 _제2캠퍼스,공학계열,224.0,8,3.57
2013.0,안양대학교 _제2캠퍼스,인문사회계열,364.0,27,7.42
2013.0,안양대학교 _제2캠퍼스,자연과학계열,151.0,8,5.3
2013.0,연세대학교,공학계열,6269.0,158,2.52
2013.0,연세대학교,예체능계열,1314.0,25,1.9
2013.0,연세대학교,의학계열,451.0,0,0.0
2013.0,연세대학교,인문사회계열,13782.0,142,1.03
2013.0,연세대학교,자연과학계열,4206.0,128,3.04
2013.0,연세대학교(미래) _분교,공학계열,1669.0,64,3.83
2013.0,연세대학교(미래) _분교,예체능계열,92.0,7,7.61
2013.0,연세대학교(미래) _분교,의학계열,450.0,3,0.67
2013.0,연세대학교(미래) _분교,인문사회계열,4293.0,145,3.38
2013.0,연세대학교(미래) _분교,자연과학계열,4318.0,116,2.69
2013.0,영남대학교,공학계열,11333.0,357,3.15
2013.0,영남대학교,예체능계열,2627.0,100,3.81
2013.0,영남대학교,의학계열,170.0,1,0.59
2013.0,영남대학교,인문사회계열,13412.0,321,2.39
2013.0,영남대학교,자연과학계열,4793.0,135,2.82
2013.0,영남신학대학교,인문사회계열,697.0,68,9.76
2013.0,영산대학교,공학계열,866.0,60,6.93
2013.0,영산대학교,예체능계열,509.0,71,13.95
2013.0,영산대학교,인문사회계열,2413.0,251,10.4
2013.0,영산대학교,자연과학계열,542.0,7,1.29
2013.0,영산대학교 _제2캠퍼스,공학계열,152.0,9,5.92
2013.0,영산대학교 _제2캠퍼스,예체능계열,543.0,55,10.13
2013.0,영산대학교 _제2캠퍼스,인문사회계열,3133.0,255,8.14
2013.0,영산대학교 _제2캠퍼스,자연과학계열,1031.0,58,5.63
2013.0,영산대학교(산업대),인문사회계열,100.0,21,21.0
2013.0,영산대학교(산업대) _제2캠퍼스,인문사회계열,40.0,7,17.5
2013.0,영산선학대학교,인문사회계열,58.0,4,6.9
2013.0,예수대학교,인문사회계열,98.0,3,3.06
2013.0,예수대학교,자연과학계열,538.0,3,0.56
2013.0,예원예술대학교,예체능계열,1223.0,126,10.3
2013.0,예원예술대학교,인문사회계열,99.0,12,12.12
2013.0,용인대학교,공학계열,474.0,20,4.22
2013.0,용인대학교,예체능계열,3976.0,211,5.31
2013.0,용인대학교,인문사회계열,2772.0,127,4.58
2013.0,용인대학교,자연과학계열,1228.0,53,4.32
2013.0,우석대학교,공학계열,1886.0,123,6.52
2013.0,우석대학교,예체능계열,1685.0,123,7.3
2013.0,우석대학교,의학계열,152.0,0,0.0
2013.0,우석대학교,인문사회계열,4571.0,243,5.32
2013.0,우석대학교,자연과학계열,2610.0,113,4.33
2013.0,우송대학교,공학계열,3256.0,263,8.08
2013.0,우송대학교,예체능계열,1346.0,120,8.92
2013.0,우송대학교,인문사회계열,5890.0,326,5.53
2013.0,우송대학교,자연과학계열,1547.0,76,4.91
2013.0,우송대학교(산업대),인문사회계열,27.0,27,100.0
2013.0,울산과학기술원,공학계열,2008.0,18,0.9
2013.0,울산과학기술원,인문사회계열,1297.0,36,2.78
2013.0,울산대학교,공학계열,8344.0,254,3.04
2013.0,울산대학교,예체능계열,1826.0,94,5.15
2013.0,울산대학교,의학계열,158.0,0,0.0
2013.0,울산대학교,인문사회계열,7015.0,188,2.68
2013.0,울산대학교,자연과학계열,3003.0,75,2.5
2013.0,원광대학교,공학계열,4796.0,219,4.57
2013.0,원광대학교,예체능계열,2859.0,101,3.53
2013.0,원광대학교,의학계열,1065.0,0,0.0
2013.0,원광대학교,인문사회계열,11886.0,387,3.26
2013.0,원광대학교,자연과학계열,4438.0,162,3.65
2013.0,위덕대학교,공학계열,1131.0,122,10.79
2013.0,위덕대학교,예체능계열,265.0,26,9.81
2013.0,위덕대학교,인문사회계열,1600.0,125,7.81
2013.0,위덕대학교,자연과학계열,956.0,82,8.58
2013.0,유원대학교,공학계열,712.0,52,7.3
2013.0,유원대학교,예체능계열,709.0,91,12.83
2013.0,유원대학교,의학계열,139.0,11,7.91
2013.0,유원대학교,인문사회계열,2037.0,106,5.2
2013.0,유원대학교,자연과학계열,1944.0,107,5.5
2013.0,을지대학교,의학계열,199.0,1,0.5
2013.0,을지대학교,인문사회계열,81.0,3,3.7
2013.0,을지대학교,자연과학계열,659.0,15,2.28
2013.0,을지대학교 _제2캠퍼스,공학계열,259.0,10,3.86
2013.0,을지대학교 _제2캠퍼스,예체능계열,213.0,11,5.16
2013.0,을지대학교 _제2캠퍼스,인문사회계열,1005.0,35,3.48
2013.0,을지대학교 _제2캠퍼스,자연과학계열,3756.0,103,2.74
2013.0,이화여자대학교,공학계열,1250.0,44,3.52
2013.0,이화여자대학교,예체능계열,2798.0,15,0.54
2013.0,이화여자대학교,인문사회계열,10267.0,154,1.5
2013.0,이화여자대학교,자연과학계열,4027.0,136,3.38
2013.0,인제대학교,공학계열,4316.0,173,4.01
2013.0,인제대학교,예체능계열,1189.0,56,4.71
2013.0,인제대학교,인문사회계열,4986.0,184,3.69
2013.0,인제대학교,자연과학계열,2640.0,87,3.3
2013.0,인제대학교 _제2캠퍼스,의학계열,403.0,2,0.5
2013.0,인제대학교 _제2캠퍼스,자연과학계열,365.0,2,0.55
2013.0,인천가톨릭대학교,인문사회계열,133.0,7,5.26
2013.0,인천가톨릭대학교 _제2캠퍼스,예체능계열,863.0,50,5.79
2013.0,인천대학교,공학계열,7886.0,269,3.41
2013.0,인천대학교,예체능계열,1832.0,69,3.77
2013.0,인천대학교,인문사회계열,7153.0,220,3.08
2013.0,인천대학교,자연과학계열,1613.0,49,3.04
2013.0,인하대학교,공학계열,12353.0,201,1.63
2013.0,인하대학교,예체능계열,1153.0,20,1.73
2013.0,인하대학교,인문사회계열,10973.0,188,1.71
2013.0,인하대학교,자연과학계열,2930.0,59,2.01
2013.0,장로회신학대학교,인문사회계열,935.0,26,2.78
2013.0,전남대학교,공학계열,6340.0,160,2.52
2013.0,전남대학교,예체능계열,1190.0,32,2.69
2013.0,전남대학교,의학계열,512.0,4,0.78
2013.0,전남대학교,인문사회계열,9271.0,192,2.07
2013.0,전남대학교,자연과학계열,7011.0,197,2.81
2013.0,전남대학교 _제2캠퍼스,공학계열,1988.0,148,7.44
2013.0,전남대학교 _제2캠퍼스,예체능계열,139.0,7,5.04
2013.0,전남대학교 _제2캠퍼스,인문사회계열,1715.0,91,5.31
2013.0,전남대학교 _제2캠퍼스,자연과학계열,1399.0,76,5.43
2013.0,전북대학교,공학계열,9877.0,319,3.23
2013.0,전북대학교,예체능계열,1252.0,46,3.67
2013.0,전북대학교,의학계열,215.0,0,0.0
2013.0,전북대학교,인문사회계열,9243.0,241,2.61
2013.0,전북대학교,자연과학계열,6735.0,192,2.85
2013.0,전주교육대학교,예체능계열,345.0,2,0.58
2013.0,전주교육대학교,인문사회계열,574.0,5,0.87
2013.0,전주교육대학교,자연과학계열,458.0,6,1.31
2013.0,전주대학교,공학계열,3215.0,260,8.09
2013.0,전주대학교,예체능계열,2277.0,143,6.28
2013.0,전주대학교,인문사회계열,9098.0,552,6.07
2013.0,전주대학교,자연과학계열,2530.0,38,1.5
2013.0,제주국제대학교,공학계열,190.0,28,14.74
2013.0,제주국제대학교,예체능계열,128.0,21,16.41
2013.0,제주국제대학교,인문사회계열,426.0,49,11.5
2013.0,제주국제대학교,자연과학계열,23.0,1,4.35
2013.0,제주대학교,공학계열,3174.0,148,4.66
2013.0,제주대학교,예체능계열,1038.0,77,7.42
2013.0,제주대학교,의학계열,202.0,0,0.0
2013.0,제주대학교,인문사회계열,7261.0,162,2.23
2013.0,제주대학교,자연과학계열,3985.0,136,3.41
2013.0,조선대학교,공학계열,11196.0,485,4.33
2013.0,조선대학교,예체능계열,3005.0,112,3.73
2013.0,조선대학교,의학계열,28.0,1,3.57
2013.0,조선대학교,인문사회계열,12925.0,399,3.09
2013.0,조선대학교,자연과학계열,3337.0,92,2.76
2013.0,중부대학교,공학계열,2453.0,128,5.22
2013.0,중부대학교,예체능계열,2211.0,121,5.47
2013.0,중부대학교,인문사회계열,5341.0,232,4.34
2013.0,중부대학교,자연과학계열,2626.0,103,3.92
2013.0,중앙대학교,공학계열,5451.0,130,2.38
2013.0,중앙대학교,예체능계열,818.0,11,1.34
2013.0,중앙대학교,인문사회계열,11511.0,229,1.99
2013.0,중앙대학교,자연과학계열,2890.0,55,1.9
2013.0,중앙대학교 _제2캠퍼스,공학계열,596.0,21,3.52
2013.0,중앙대학교 _제2캠퍼스,예체능계열,4771.0,127,2.66
2013.0,중앙대학교 _제2캠퍼스,인문사회계열,5101.0,154,3.02
2013.0,중앙대학교 _제2캠퍼스,자연과학계열,1628.0,36,2.21
2013.0,중앙승가대학교,인문사회계열,255.0,17,6.67
2013.0,중원대학교,공학계열,860.0,56,6.51
2013.0,중원대학교,예체능계열,504.0,44,8.73
2013.0,중원대학교,의학계열,125.0,11,8.8
2013.0,중원대학교,인문사회계열,1026.0,85,8.28
2013.0,중원대학교,자연과학계열,501.0,29,5.79
2013.0,진주교육대학교,예체능계열,372.0,1,0.27
2013.0,진주교육대학교,인문사회계열,658.0,4,0.61
2013.0,진주교육대학교,자연과학계열,514.0,3,0.58
2013.0,진주산업대학교(산업대),공학계열,1548.0,156,10.08
2013.0,진주산업대학교(산업대),예체능계열,78.0,7,8.97
2013.0,진주산업대학교(산업대),인문사회계열,557.0,38,6.82
2013.0,진주산업대학교(산업대),자연과학계열,537.0,42,7.82
2013.0,차의과학대학교,공학계열,262.0,9,3.44
2013.0,차의과학대학교,의학계열,163.0,5,3.07
2013.0,차의과학대학교,인문사회계열,560.0,21,3.75
2013.0,차의과학대학교,자연과학계열,409.0,8,1.96
2013.0,창신대학교,공학계열,88.0,7,7.95
2013.0,창신대학교,예체능계열,55.0,2,3.64
2013.0,창신대학교,인문사회계열,254.0,16,6.3
2013.0,창신대학교,자연과학계열,102.0,6,5.88
2013.0,청운대학교,공학계열,1736.0,124,7.14
2013.0,청운대학교,예체능계열,1479.0,97,6.56
2013.0,청운대학교,인문사회계열,3766.0,232,6.16
2013.0,청운대학교,자연과학계열,1747.0,118,6.75
2013.0,청주교육대학교,예체능계열,335.0,2,0.6
2013.0,청주교육대학교,인문사회계열,626.0,3,0.48
2013.0,청주교육대학교,자연과학계열,456.0,5,1.1
2013.0,청주대학교,공학계열,3944.0,139,3.52
2013.0,청주대학교,예체능계열,2081.0,76,3.65
2013.0,청주대학교,인문사회계열,10632.0,293,2.76
2013.0,청주대학교,자연과학계열,2409.0,65,2.7
2013.0,초당대학교,공학계열,205.0,9,4.39
2013.0,초당대학교,예체능계열,276.0,33,11.96
2013.0,초당대학교,인문사회계열,501.0,44,8.78
2013.0,초당대학교,자연과학계열,743.0,59,7.94
2013.0,초당대학교(산업대),공학계열,230.0,12,5.22
2013.0,초당대학교(산업대),예체능계열,640.0,26,4.06
2013.0,초당대학교(산업대),인문사회계열,1254.0,62,4.94
2013.0,초당대학교(산업대),자연과학계열,1326.0,49,3.7
2013.0,총신대학교,예체능계열,331.0,17,5.14
2013.0,총신대학교,인문사회계열,1630.0,50,3.07
2013.0,총신대학교,자연과학계열,109.0,2,1.83
2013.0,추계예술대학교,예체능계열,1193.0,68,5.7
2013.0,추계예술대학교,인문사회계열,398.0,13,3.27
2013.0,춘천교육대학교,예체능계열,405.0,3,0.74
2013.0,춘천교육대학교,인문사회계열,685.0,2,0.29
2013.0,춘천교육대학교,자연과학계열,490.0,5,1.02
2013.0,충남대학교,공학계열,8024.0,179,2.23
2013.0,충남대학교,예체능계열,1211.0,56,4.62
2013.0,충남대학교,의학계열,244.0,2,0.82
2013.0,충남대학교,인문사회계열,9046.0,174,1.92
2013.0,충남대학교,자연과학계열,6823.0,192,2.81
2013.0,충북대학교,공학계열,6941.0,145,2.09
2013.0,충북대학교,예체능계열,509.0,6,1.18
2013.0,충북대학교,의학계열,320.0,1,0.31
2013.0,충북대학교,인문사회계열,6911.0,119,1.72
2013.0,충북대학교,자연과학계열,5778.0,109,1.89
2013.0,칼빈대학교,예체능계열,84.0,4,4.76
2013.0,칼빈대학교,인문사회계열,525.0,23,4.38
2013.0,탐라대학교,공학계열,14.0,2,14.29
2013.0,탐라대학교,예체능계열,109.0,17,15.6
2013.0,탐라대학교,인문사회계열,182.0,31,17.03
2013.0,탐라대학교,인문사회계열,23.0,0,0.0
2013.0,평택대학교,공학계열,755.0,55,7.28
2013.0,평택대학교,예체능계열,1062.0,88,8.29
2013.0,평택대학교,인문사회계열,3100.0,232,7.48
2013.0,평택대학교,자연과학계열,318.0,9,2.83
2013.0,포항공과대학교,공학계열,1148.0,5,0.44
2013.0,포항공과대학교,자연과학계열,496.0,7,1.41
2013.0,한경국립대학교,공학계열,1176.0,55,4.68
2013.0,한경국립대학교,예체능계열,159.0,3,1.89
2013.0,한경국립대학교,인문사회계열,474.0,18,3.8
2013.0,한경국립대학교,자연과학계열,535.0,17,3.18
2013.0,한경대학교(산업대),공학계열,2365.0,108,4.57
2013.0,한경대학교(산업대),예체능계열,301.0,7,2.33
2013.0,한경대학교(산업대),인문사회계열,1115.0,33,2.96
2013.0,한경대학교(산업대),자연과학계열,1047.0,39,3.72
2013.0,한국공학대학교,공학계열,2013.0,65,3.23
2013.0,한국공학대학교,예체능계열,199.0,9,4.52
2013.0,한국공학대학교,인문사회계열,263.0,17,6.46
2013.0,한국과학기술원,공학계열,3085.0,27,0.88
2013.0,한국과학기술원,인문사회계열,70.0,0,0.0
2013.0,한국과학기술원,자연과학계열,1601.0,36,2.25
2013.0,한국교원대학교,공학계열,101.0,1,0.99
2013.0,한국교원대학교,예체능계열,260.0,4,1.54
2013.0,한국교원대학교,인문사회계열,1575.0,16,1.02
2013.0,한국교원대학교,자연과학계열,859.0,21,2.44
2013.0,한국교통대학교(산업대),공학계열,1716.0,145,8.45
2013.0,한국교통대학교(산업대),예체능계열,35.0,8,22.86
2013.0,한국교통대학교(산업대),인문사회계열,337.0,31,9.2
2013.0,한국교통대학교(산업대),자연과학계열,153.0,16,10.46
2013.0,한국국제대학교,공학계열,1511.0,169,11.18
2013.0,한국국제대학교,예체능계열,459.0,56,12.2
2013.0,한국국제대학교,인문사회계열,2549.0,173,6.79
2013.0,한국국제대학교,자연과학계열,927.0,35,3.78
2013.0,한국기술교육대학교,공학계열,6282.0,172,2.74
2013.0,한국방송통신대학교,예체능계열,5974.0,1589,26.6
2013.0,한국방송통신대학교,인문사회계열,185284.0,43212,23.32
2013.0,한국방송통신대학교,자연과학계열,53998.0,11236,20.81
2013.0,한국산업기술대학교(산업대),공학계열,3923.0,231,5.89
2013.0,한국산업기술대학교(산업대),예체능계열,319.0,19,5.96
2013.0,한국산업기술대학교(산업대),인문사회계열,474.0,24,5.06
2013.0,한국성서대학교,공학계열,187.0,13,6.95
2013.0,한국성서대학교,인문사회계열,687.0,36,5.24
2013.0,한국성서대학교,자연과학계열,176.0,1,0.57
2013.0,한국예술종합학교,공학계열,122.0,1,0.82
2013.0,한국예술종합학교,예체능계열,2877.0,31,1.08
2013.0,한국예술종합학교,인문사회계열,50.0,1,2.0
2013.0,한국외국어대학교,인문사회계열,12161.0,306,2.52
2013.0,한국외국어대학교,자연과학계열,191.0,0,0.0
2013.0,한국외국어대학교(용인) _분교,공학계열,2140.0,93,4.35
