기준년도,학교,학과,"입학정원
(A)","정원내
신입생 충원율(%)
(D/B) × 100","경쟁률
(C/B)",대학자체대계열
2017,한양대학교,정보시스템학과,38,100,21.4,자연과학계열
2017,한양대학교,정책학과,96,100,10.4,자연과학계열
2017,한양대학교,정치외교학과,33,100,32.7,자연과학계열
2017,한양대학교,중어중문학과,44,100,14.7,자연과학계열
2017,한양대학교,철학과,18,100,23.5,자연과학계열
2017,한양대학교,체육학과,30,100,15.7,자연과학계열
2017,한양대학교,컴퓨터소프트웨어학부,115,100,31,자연과학계열
2017,한양대학교,파이낸스경영학과,50,100,18.4,자연과학계열
2017,한양대학교,피아노과,20,100,6.6,자연과학계열
2017,한양대학교,행정학과,40,97.6,10.2,자연과학계열
2017,한양대학교,화학공학과,57,98.3,27,자연과학계열
2017,한양대학교,화학과,53,100,22.2,자연과학계열
2017,한양대학교(ERICA),ICT융합학부,70,98.6,10.3,자연과학계열
2017,한양대학교(ERICA),건설환경공학과,40,100,16.5,자연과학계열
2017,한양대학교(ERICA),건축학부,66,98.5,14.6,자연과학계열
2017,한양대학교(ERICA),경영학부,118,98.3,12.7,자연과학계열
2017,한양대학교(ERICA),경제학부,77,100,11.4,자연과학계열
2017,한양대학교(ERICA),광고홍보학과,55,100,19,자연과학계열
2017,한양대학교(ERICA),교통물류공학과,35,100,11.3,자연과학계열
2017,한양대학교(ERICA),국방정보공학과,0,0,0,자연과학계열
2017,한양대학교(ERICA),기계공학과,109,100,14.7,자연과학계열
2017,한양대학교(ERICA),나노광전자학과,32,100,11.2,자연과학계열
2017,한양대학교(ERICA),로봇공학과,30,100,16.6,자연과학계열
2017,한양대학교(ERICA),무용예술학과,25,100,5.4,자연과학계열
2017,한양대학교(ERICA),문화인류학과,30,100,13.7,자연과학계열
2017,한양대학교(ERICA),문화콘텐츠학과,33,100,24.5,자연과학계열
2017,한양대학교(ERICA),보험계리학과,26,100,5.3,자연과학계열
2017,한양대학교(ERICA),분자생명과학과,38,100,17,자연과학계열
2017,한양대학교(ERICA),산업경영공학과,35,97.2,10.3,자연과학계열
2017,한양대학교(ERICA),생명나노공학과,30,100,21.4,자연과학계열
2017,한양대학교(ERICA),서피스ㆍ인테리어디자인학과,25,100,5.7,자연과학계열
2017,한양대학교(ERICA),소프트웨어학부,100,100,13.8,자연과학계열
2017,한양대학교(ERICA),스포츠과학부,77,100,23.2,자연과학계열
2017,한양대학교(ERICA),신문방송학과,32,100,22.7,자연과학계열
2017,한양대학교(ERICA),실용음악학과,25,100,180.6,자연과학계열
2017,한양대학교(ERICA),엔터테인먼트디자인학과,36,100,5.4,자연과학계열
2017,한양대학교(ERICA),영미언어문화학과,50,100,12.5,자연과학계열
2017,한양대학교(ERICA),응용물리학과,30,100,11.6,자연과학계열
2017,한양대학교(ERICA),응용수학과,27,100,13.9,자연과학계열
2017,한양대학교(ERICA),일본학과,34,97.1,16.9,자연과학계열
2017,한양대학교(ERICA),재료화학공학과,94,100,14.2,자연과학계열
2017,한양대학교(ERICA),전자공학부,167,100,13.5,자연과학계열
2017,한양대학교(ERICA),정보사회학과,23,100,17.8,자연과학계열
2017,한양대학교(ERICA),주얼리ㆍ패션디자인학과,25,100,5.7,자연과학계열
2017,한양대학교(ERICA),중국학과,34,100,12.8,자연과학계열
2017,한양대학교(ERICA),커뮤니케이션디자인학과,36,100,4.1,자연과학계열
2017,한양대학교(ERICA),테크노프로덕트디자인학과,25,100,4.4,자연과학계열
2017,한양대학교(ERICA),프랑스학과,26,100,15.3,자연과학계열
2017,한양대학교(ERICA),한국언어문학과,29,96.7,13,자연과학계열
2017,한양대학교(ERICA),해양융합공학과,33,100,10.1,자연과학계열
2017,한양대학교(ERICA),화학분자공학과,43,100,16.4,자연과학계열
2017,한일장신대학교,NGO학과,10,100,1.3,자연과학계열
2017,한일장신대학교,간호학과,52,100,6.2,자연과학계열
2017,한일장신대학교,사회복지학부,60,98.3,2.1,자연과학계열
2017,한일장신대학교,신학부,45,93.3,1.3,자연과학계열
2017,한일장신대학교,심리상담학,0,0,0,자연과학계열
2017,한일장신대학교,심리상담학부,30,0,1.8,자연과학계열
2017,한일장신대학교,음악학부 실용음악학전공,17,94.1,1.5,자연과학계열
2017,한일장신대학교,음악학부 음악‧교회음악학전공,15,86.7,1.3,자연과학계열
2017,한중대학교,간호학과,80,100,2.7,자연과학계열
2017,한중대학교,경영행정문화학부,50,17.5,0.4,자연과학계열
2017,한중대학교,공학부,90,1.5,0.4,자연과학계열
2017,한중대학교,관광학부,60,0,0.4,자연과학계열
2017,한중대학교,보건학부,40,2.5,0.4,자연과학계열
2017,한중대학교,사회복지·상담학부,52,8.9,0.5,자연과학계열
2017,한중대학교,스포츠산업학부,70,52,1.8,자연과학계열
2017,한중대학교,유아교육학과,20,10,1,자연과학계열
2017,한중대학교,전통문화학과,20,40,0.5,자연과학계열
2017,한중대학교,태권도경호학부,65,32,0.9,자연과학계열
2017,협성대학교,건축공학과,38,100,8,자연과학계열
2017,협성대학교,경영학과,45,97.8,7.1,자연과학계열
2017,협성대학교,금융・세무학과,74,100,5.1,자연과학계열
2017,협성대학교,기악과,35,100,8.8,자연과학계열
2017,협성대학교,도시개발・행정학과,70,100,4.2,자연과학계열
2017,협성대학교,도시공학과,38,97.4,6.7,자연과학계열
2017,협성대학교,문예창작학과,32,100,6.3,자연과학계열
2017,협성대학교,미디어영상광고학과,65,100,7.1,자연과학계열
2017,협성대학교,미주통상・문화학과,48,100,3.9,자연과학계열
2017,협성대학교,보건관리학과,45,95.6,5.1,자연과학계열
2017,협성대학교,사회복지학과,0,0,0,자연과학계열
2017,협성대학교,사회복지학과,65,98.5,6.2,자연과학계열
2017,협성대학교,산업디자인학과,43,100,15,자연과학계열
2017,협성대학교,생명과학과,38,100,3.8,자연과학계열
2017,협성대학교,생활공간디자인학과,43,100,16.5,자연과학계열
2017,협성대학교,성악・작곡과,13,100,6.4,자연과학계열
2017,협성대학교,스마트시스템소프트웨어공학과,37,100,5.4,자연과학계열
2017,협성대학교,시각조형디자인학과,43,100,17,자연과학계열
2017,협성대학교,신학과,75,94.7,2.6,자연과학계열
2017,협성대학교,아동보육학과,43,100,7.9,자연과학계열
2017,협성대학교,아동보육학과,0,0,0,자연과학계열
2017,협성대학교,유통경영학과,0,0,0,자연과학계열
2017,협성대학교,중국통상・문화학과,48,100,4,자연과학계열
2017,협성대학교,컴퓨터공학과,38,100,9.1,자연과학계열
2017,협성대학교,호텔관광・유통경영학과,64,100,5.7,자연과학계열
2017,호남대학교,간호학과,85,98.8,13.4,자연과학계열
2017,호남대학교,건축학과,35,100,6.4,자연과학계열
2017,호남대학교,경영무역학부,40,100,4.6,자연과학계열
2017,호남대학교,경찰학과,36,100,10.6,자연과학계열
2017,호남대학교,관광경영학과,32,100,4.6,자연과학계열
2017,호남대학교,국제학부,1,100,3,자연과학계열
2017,호남대학교,국제학부(중국어학과),35,100,3.7,자연과학계열
2017,호남대학교,문화산업경영학과,30,100,3.4,자연과학계열
2017,호남대학교,물리치료학과,40,100,15.1,자연과학계열
2017,호남대학교,미디어영상공연학과,20,100,5.8,자연과학계열
2017,호남대학교,미래자동차공학부,80,100,7,자연과학계열
2017,호남대학교,미술학과,19,100,2.4,자연과학계열
2017,호남대학교,뷰티미용학과,40,100,8.3,자연과학계열
2017,호남대학교,사회복지학과,40,100,7.7,자연과학계열
2017,호남대학교,산업디자인학과,35,100,4.2,자연과학계열
2017,호남대학교,상담심리학과,35,100,6.3,자연과학계열
2017,호남대학교,소방행정학과,30,100,8.8,자연과학계열
2017,호남대학교,스포츠레저학과,35,100,4.5,자연과학계열
2017,호남대학교,식품영양학과,30,100,5.8,자연과학계열
2017,호남대학교,신문방송학과,30,100,3.7,자연과학계열
2017,호남대학교,언어치료학과,28,100,4.9,자연과학계열
2017,호남대학교,영어영문학과,30,100,3.2,자연과학계열
2017,호남대학교,유아교육학과,40,100,8.8,자연과학계열
2017,호남대학교,응급구조학과,20,100,16.2,자연과학계열
2017,호남대학교,의상디자인학과,50,100,3.4,자연과학계열
2017,호남대학교,인터넷콘텐츠학과,40,100,3.9,자연과학계열
2017,호남대학교,작업치료학과,55,100,6,자연과학계열
2017,호남대학교,전기공학과,65,100,6.4,자연과학계열
2017,호남대학교,전자공학과,50,98,5,자연과학계열
2017,호남대학교,정보통신공학과,40,100,5.4,자연과학계열
2017,호남대학교,조경학과,35,100,4.9,자연과학계열
2017,호남대학교,조리과학과,65,100,4.7,자연과학계열
2017,호남대학교,축구학과,40,100,2.9,자연과학계열
2017,호남대학교,치위생학과,40,100,10,자연과학계열
2017,호남대학교,컴퓨터공학과,37,100,6.3,자연과학계열
2017,호남대학교,태권도경호학과,28,100,4.3,자연과학계열
2017,호남대학교,토목환경공학과,35,100,4,자연과학계열
2017,호남대학교,한방바이오학과,21,100,4.9,자연과학계열
2017,호남대학교,항공서비스학과,35,100,10.6,자연과학계열
2017,호남대학교,행정학과,30,100,4.2,자연과학계열
2017,호남대학교,호텔경영학과,50,100,7.5,자연과학계열
2017,호남신학대학교,사회복지상담학과,40,82.5,1.4,자연과학계열
2017,호남신학대학교,신학과,43,76.7,1.2,자연과학계열
2017,호남신학대학교,음악학과,60,100,2,자연과학계열
2017,호서대학교,ICT공학부,75,100,4,자연과학계열
2017,호서대학교,간호학과,50,98,18.3,자연과학계열
2017,호서대학교,건축토목환경공학부,142,100,4.9,자연과학계열
2017,호서대학교,건축학전공,38,100,7.1,자연과학계열
2017,호서대학교,경영학부,144,100,5.4,자연과학계열
2017,호서대학교,글로벌경영공학부,100,99,3.8,자연과학계열
2017,호서대학교,글로벌통상학과,80,100,7.1,자연과학계열
2017,호서대학교,기계공학부,129,100,5.8,자연과학계열
2017,호서대학교,기독교학과,25,92,3.4,자연과학계열
2017,호서대학교,기타모집단위,0,0,0,자연과학계열
2017,호서대학교,디지털기술경영전공,70,97.1,4.1,자연과학계열
2017,호서대학교,디지털제어공학전공,25,100,5.4,자연과학계열
2017,호서대학교,로봇자동화공학과,40,100,4.6,자연과학계열
2017,호서대학교,문화예술학부,181,100,13.8,자연과학계열
2017,호서대학교,물리치료학과,40,100,11.2,자연과학계열
2017,호서대학교,법경찰행정학부,110,100,8.8,자연과학계열
2017,호서대학교,사회복지학부,80,98.8,7.4,자연과학계열
2017,호서대학교,산업디자인전공,35,100,11.5,자연과학계열
2017,호서대학교,산업심리학과,50,100,5.2,자연과학계열
2017,호서대학교,생명공학전공,45,100,6.6,자연과학계열
2017,호서대학교,스포츠과학부,70,100,14.8,자연과학계열
2017,호서대학교,시각디자인전공,40,100,14,자연과학계열
2017,호서대학교,식품공학전공,45,100,4.6,자연과학계열
2017,호서대학교,식품영양학과,40,97.6,7.8,자연과학계열
2017,호서대학교,신소재공학과,40,100,4,자연과학계열
2017,호서대학교,실내디자인전공,40,100,5.2,자연과학계열
2017,호서대학교,안전소방학부,120,100,5.2,자연과학계열
2017,호서대학교,영어영문학전공,75,100,4.7,자연과학계열
2017,호서대학교,유아교육과,40,100,10.6,자연과학계열
2017,호서대학교,임상병리학과,40,100,6.1,자연과학계열
2017,호서대학교,자동차ICT공학과,40,100,8.8,자연과학계열
2017,호서대학교,전기공학전공,76,100,5.6,자연과학계열
2017,호서대학교,전자디스플레이공학부,160,100,3.9,자연과학계열
2017,호서대학교,전자재료공학전공,25,100,3.6,자연과학계열
2017,호서대학교,제약공학전공,45,100,4.7,자연과학계열
2017,호서대학교,중어중국학전공,60,98.3,5,자연과학계열
2017,호서대학교,첨단미디어전공,55,100,18.3,자연과학계열
2017,호서대학교,청소년문화.상담학과,35,100,13.3,자연과학계열
2017,호서대학교,컴퓨터정보공학부,197,100,7.4,자연과학계열
2017,호서대학교,한국언어문화전공,36,97.2,5.5,자연과학계열
2017,호서대학교,항공서비스학과,48,100,20.4,자연과학계열
2017,호서대학교,화장품과학전공,45,100,6.9,자연과학계열
2017,호서대학교,화학공학부,50,100,7,자연과학계열
2017,호원대학교,간호학과,60,100,21.3,자연과학계열
2017,호원대학교,건축학과,30,93.5,5.2,자연과학계열
2017,호원대학교,경영학부,40,95.2,3.8,자연과학계열
2017,호원대학교,공연미디어학부,90,101.1,36.9,자연과학계열
2017,호원대학교,국방과학기술학부,90,95.4,3.3,자연과학계열
2017,호원대학교,물리치료학과,30,96.7,12,자연과학계열
2017,호원대학교,미디어컨텐츠디자인학과,20,85,5.6,자연과학계열
2017,호원대학교,법경찰행정학부,40,92.7,5.2,자연과학계열
2017,호원대학교,사이버보안학과,40,87.5,3.6,자연과학계열
2017,호원대학교,사회복지학과,40,90.2,4.8,자연과학계열
2017,호원대학교,소방안전학과,40,92.5,4.6,자연과학계열
2017,호원대학교,스포츠경호학부,80,97.5,2.4,자연과학계열
2017,호원대학교,실용음악학부,90,102.2,76.9,자연과학계열
2017,호원대학교,심리상담치료학과,20,80,4.1,자연과학계열
2017,호원대학교,언어치료학과,25,92,3,자연과학계열
2017,호원대학교,외식조리학부,50,94.1,4,자연과학계열
2017,호원대학교,유아교육과,70,91.4,3.6,자연과학계열
2017,호원대학교,응급구조학과,40,97.5,6.6,자연과학계열
2017,호원대학교,자동차기계공학과,50,85.4,6.1,자연과학계열
2017,호원대학교,작업치료학과,45,97.8,4.7,자연과학계열
2017,호원대학교,전기공학과,30,96.2,6.6,자연과학계열
2017,호원대학교,치위생학과,30,90.3,7.4,자연과학계열
2017,호원대학교,컴퓨터.게임학과,30,93.5,5.1,자연과학계열
2017,호원대학교,패션.미용학부,45,95.7,5.2,자연과학계열
2017,호원대학교,한국어학부,5,100,3,자연과학계열
2017,호원대학교,호텔관광.항공학부,65,100,13,자연과학계열
2017,홍익대학교,건설·도시공학부,98,98,12.6,자연과학계열
2017,홍익대학교,건축학부 건축학전공(5년제),51,98.1,14.9,자연과학계열
2017,홍익대학교,건축학부 실내건축학전공,21,100,15.2,자연과학계열
2017,홍익대학교,경영학부,264,97.8,11.3,자연과학계열
2017,홍익대학교,경제학부,47,97.9,9.9,자연과학계열
2017,홍익대학교,교육학과,28,100,19.3,자연과학계열
2017,홍익대학교,국어교육과,28,96.4,14.9,자연과학계열
2017,홍익대학교,국어국문학과,24,91.7,16,자연과학계열
2017,홍익대학교,금속조형디자인과,19,100,6.2,자연과학계열
2017,홍익대학교,기계ㆍ시스템디자인공학과,143,99.3,9.3,자연과학계열
2017,홍익대학교,도예ㆍ유리과,19,100,7.1,자연과학계열
2017,홍익대학교,독어독문학과,26,92.3,13.4,자연과학계열
2017,홍익대학교,동양화과,25,100,6.8,자연과학계열
2017,홍익대학교,디자인경영융합학부,3,100,7,자연과학계열
2017,홍익대학교,디자인학부,88,100,5.3,자연과학계열
2017,홍익대학교,목조형가구학과,19,100,5.6,자연과학계열
2017,홍익대학교,법학부,137,97.2,12.6,자연과학계열
2017,홍익대학교,불어불문학과,26,92.6,16.1,자연과학계열
2017,홍익대학교,서울캠퍼스 자율전공,547,98.5,9.5,자연과학계열
2017,홍익대학교,섬유미술ㆍ패션디자인과,19,100,7.4,자연과학계열
2017,홍익대학교,수학교육과,28,100,20,자연과학계열
2017,홍익대학교,신소재・화공시스템공학부,127,97.7,10.3,자연과학계열
2017,홍익대학교,역사교육과,21,95.5,23.6,자연과학계열
2017,홍익대학교,영어교육과,28,100,15,자연과학계열
2017,홍익대학교,영어영문학과,35,100,11.7,자연과학계열
2017,홍익대학교,예술학과,25,100,10.7,자연과학계열
2017,홍익대학교,자율전공(미술대),79,100,6.6,자연과학계열
2017,홍익대학교,전자·전기공학부,193,98,9.8,자연과학계열
2017,홍익대학교,정보·컴퓨터공학부,202,99,12.1,자연과학계열
2017,홍익대학교,조소과,25,100,6.1,자연과학계열
2017,홍익대학교,판화과,25,100,8.5,자연과학계열
2017,홍익대학교,회화과,50,100,4.6,자연과학계열
2017,홍익대학교,건축공학부,65,97,7.3,자연과학계열
2017,홍익대학교,게임학부 게임그래픽디자인전공(미술계),45,100,4.7,자연과학계열
2017,홍익대학교,게임학부 게임소프트웨어전공(공학계),31,96.8,8,자연과학계열
2017,홍익대학교,광고홍보학부,102,99,8.1,자연과학계열
2017,홍익대학교,기계정보공학과,51,100,5.2,자연과학계열
2017,홍익대학교,기타모집단위,0,0,0,자연과학계열
2017,홍익대학교,디자인ㆍ영상학부,240,99.6,4.4,자연과학계열
2017,홍익대학교,바이오화학공학과,48,100,5.7,자연과학계열
2017,홍익대학교,산업스포츠학과,30,100,8.1,자연과학계열
2017,홍익대학교,상경학부,211,94.5,5.7,자연과학계열
2017,홍익대학교,세종캠퍼스 자율전공,295,97.7,5.9,자연과학계열
2017,홍익대학교,자율전공(과기대),50,98,5.6,자연과학계열
2017,홍익대학교,재료공학부,54,92.7,5.5,자연과학계열
2017,홍익대학교,전자·전기공학과,62,98.4,5.6,자연과학계열
2017,홍익대학교,조선해양공학과,37,97.3,6.3,자연과학계열
2017,홍익대학교,컴퓨터정보통신공학과,65,95.5,5.9,자연과학계열
2017,화성의과학대학교,ICT융합학과,30,67.7,4,자연과학계열
2017,화성의과학대학교,간호학과,40,100,10.7,자연과학계열
2017,화성의과학대학교,경영학과,30,45.2,4.1,자연과학계열
2017,화성의과학대학교,경찰행정학과,45,97.8,4.9,자연과학계열
2017,화성의과학대학교,뷰티디자인학과,30,73.3,4,자연과학계열
2017,화성의과학대학교,사회복지학과,45,38.3,3.6,자연과학계열
2017,화성의과학대학교,생명공학과,30,53.3,3.6,자연과학계열
2017,화성의과학대학교,스포츠과학과,28,42.9,4,자연과학계열
2018,가야대학교(김해),간호학과,144,100,9.6,자연과학계열
2018,가야대학교(김해),경찰행정학과,50,100,5,자연과학계열
2018,가야대학교(김해),귀금속주얼리학과,32,100,5,자연과학계열
2018,가야대학교(김해),물리치료학과,53,100,9.2,자연과학계열
2018,가야대학교(김해),방사선학과,45,100,4.9,자연과학계열
2018,가야대학교(김해),사회복지학과,51,88.5,5,자연과학계열
2018,가야대학교(김해),스포츠재활복지학과,25,100,6.4,자연과학계열
2018,가야대학교(김해),안경광학과,35,77.8,6.6,자연과학계열
2018,가야대학교(김해),언어치료청각학과,35,77.1,4.3,자연과학계열
2018,가야대학교(김해),외식조리영양학과,35,83.3,7.7,자연과학계열
2018,가야대학교(김해),유아교육과,17,100,9.3,자연과학계열
2018,가야대학교(김해),작업치료학과,40,100,5.5,자연과학계열
2018,가야대학교(김해),초등특수교육과,17,100,4.4,자연과학계열
2018,가야대학교(김해),특수체육교육과,14,100,3.9,자연과학계열
2018,가야대학교(김해),항만물류학과,40,97.6,5.6,자연과학계열
2018,가천대학교,간호학과,255,100,25.6,자연과학계열
2018,가천대학교,건축공학과,50,100,14.7,자연과학계열
2018,가천대학교,건축학과,50,100,19.6,자연과학계열
2018,가천대학교,경영학부(경영학),150,100,14.1,자연과학계열
2018,가천대학교,경영학부(글로벌경영학),121,100,12.8,자연과학계열
2018,가천대학교,경찰・안보학과,50,100,18.8,자연과학계열
2018,가천대학교,관광경영학과,50,100,24.1,자연과학계열
2018,가천대학교,글로벌경제학과,90,100,11,자연과학계열
2018,가천대학교,금융수학과,50,100,16.8,자연과학계열
2018,가천대학교,기계공학과,100,100,19.8,자연과학계열
2018,가천대학교,나노물리학과,40,100,14,자연과학계열
2018,가천대학교,나노화학과,40,100,18.1,자연과학계열
2018,가천대학교,도시계획학과,50,100,15.8,자연과학계열
2018,가천대학교,동양어문학과,100,100,13.6,자연과학계열
2018,가천대학교,물리치료학과,40,100,29.7,자연과학계열
2018,가천대학교,미디어커뮤니케이션학과,60,100,26,자연과학계열
2018,가천대학교,미술·디자인학부(디자인),100,100,27.2,자연과학계열
2018,가천대학교,미술·디자인학부(패션디자인),40,100,16.5,자연과학계열
2018,가천대학교,미술·디자인학부(회화·조소),70,100,11.3,자연과학계열
2018,가천대학교,바이오나노학과,50,100,15.1,자연과학계열
2018,가천대학교,방사선학과,40,100,17.1,자연과학계열
2018,가천대학교,법학과,100,100,15,자연과학계열
2018,가천대학교,사회복지학과,50,100,22.8,자연과학계열
2018,가천대학교,산업경영공학과,50,100,13.2,자연과학계열
2018,가천대학교,생명과학과,50,100,15.4,자연과학계열
2018,가천대학교,설비·소방공학과,80,100,13.4,자연과학계열
2018,가천대학교,소프트웨어학과,150,100,17.2,자연과학계열
2018,가천대학교,식품생물공학과,50,100,16.4,자연과학계열
2018,가천대학교,식품영양학과,60,100,15.2,자연과학계열
2018,가천대학교,실내건축학과,50,100,21.6,자연과학계열
2018,가천대학교,에너지IT학과,50,100,22.9,자연과학계열
2018,가천대학교,연기예술학과,40,100,77.5,자연과학계열
2018,가천대학교,영미어문학과,50,100,18.7,자연과학계열
2018,가천대학교,운동재활복지학과,40,100,16,자연과학계열
2018,가천대학교,유럽어문학과,60,100,11.4,자연과학계열
2018,가천대학교,유아교육학과,60,100,18.4,자연과학계열
2018,가천대학교,음악학부(기악),48,100,6.5,자연과학계열
2018,가천대학교,음악학부(성악),20,100,12.9,자연과학계열
2018,가천대학교,음악학부(작곡),12,100,9.6,자연과학계열
2018,가천대학교,응급구조학과,40,100,18.5,자연과학계열
2018,가천대학교,응용통계학과,50,100,12.4,자연과학계열
2018,가천대학교,의예과,28,100,19,자연과학계열
2018,가천대학교,의용생체공학과,50,100,15.3,자연과학계열
2018,가천대학교,자유전공(인문),83,100,15.6,자연과학계열
2018,가천대학교,전기공학과,50,100,13,자연과학계열
2018,가천대학교,전자공학과,93,100,17,자연과학계열
2018,가천대학교,조경학과,50,100,14.5,자연과학계열
2018,가천대학교,체육학부(체육),40,100,14,자연과학계열
2018,가천대학교,체육학부(태권도),30,100,23.4,자연과학계열
2018,가천대학교,치위생학과,40,100,19.7,자연과학계열
2018,가천대학교,컴퓨터공학과,150,100,17.2,자연과학계열
2018,가천대학교,토목환경공학과,50,100,17.9,자연과학계열
2018,가천대학교,한국어문학과,50,100,11.8,자연과학계열
2018,가천대학교,한의예과,30,100,20,자연과학계열
2018,가천대학교,행정학과,50,100,19.4,자연과학계열
2018,가천대학교,헬스케어경영학과,50,100,10.6,자연과학계열
2018,가천대학교,화공생명공학과,100,100,17.1,자연과학계열
2018,가톨릭관동대학교,CG디자인전공,40,97.5,3,자연과학계열
2018,가톨릭관동대학교,가정교육과,15,100,3.8,자연과학계열
2018,가톨릭관동대학교,간호학과,70,100,5.1,자연과학계열
2018,가톨릭관동대학교,건축학부,80,100,3.3,자연과학계열
2018,가톨릭관동대학교,경기지도학전공,35,100,5.1,자연과학계열
2018,가톨릭관동대학교,경영학과,70,100,4,자연과학계열
2018,가톨릭관동대학교,경찰행정학전공,170,99.4,4.5,자연과학계열
2018,가톨릭관동대학교,공공행정학전공,40,100,3.9,자연과학계열
2018,가톨릭관동대학교,관광경영학전공,60,100,4.1,자연과학계열
2018,가톨릭관동대학교,광고홍보전공,35,100,3.9,자연과학계열
2018,가톨릭관동대학교,국어교육과,40,100,3.2,자연과학계열
2018,가톨릭관동대학교,기타모집단위,0,0,0,자연과학계열
2018,가톨릭관동대학교,무인항공학과,30,100,4.6,자연과학계열
2018,가톨릭관동대학교,바이오융합공학과,30,96.7,3.6,자연과학계열
2018,가톨릭관동대학교,방송연예전공,30,100,2.4,자연과학계열
2018,가톨릭관동대학교,뷰티디자인전공,30,96.8,4.8,자연과학계열
2018,가톨릭관동대학교,사회복지학과,65,98.5,4.8,자연과학계열
2018,가톨릭관동대학교,소프트웨어학과,50,100,5.1,자연과학계열
2018,가톨릭관동대학교,수학교육과,40,100,3.2,자연과학계열
2018,가톨릭관동대학교,스포츠건강관리학전공,55,100,6.4,자연과학계열
2018,가톨릭관동대학교,스포츠레저학전공,60,100,6.3,자연과학계열
2018,가톨릭관동대학교,실용음악전공,45,100,4.2,자연과학계열
2018,가톨릭관동대학교,안경광학과,40,100,3.3,자연과학계열
2018,가톨릭관동대학교,언어재활상담전공,20,95,1.8,자연과학계열
2018,가톨릭관동대학교,역사교육과,25,100,5,자연과학계열
2018,가톨릭관동대학교,영어교육과,30,100,2.7,자연과학계열
2018,가톨릭관동대학교,의료IT학과,50,98,3.7,자연과학계열
2018,가톨릭관동대학교,의료경영학과,70,100,3.6,자연과학계열
2018,가톨릭관동대학교,의료공학과,50,98,3.8,자연과학계열
2018,가톨릭관동대학교,의생명과학과,50,98,3.3,자연과학계열
2018,가톨릭관동대학교,의예과,49,100,13.2,자연과학계열
2018,가톨릭관동대학교,임상병리학과,40,100,7,자연과학계열
2018,가톨릭관동대학교,전자공학과,55,98.2,4,자연과학계열
2018,가톨릭관동대학교,조리외식경영학전공,60,100,4,자연과학계열
2018,가톨릭관동대학교,지리교육과,15,100,4,자연과학계열
2018,가톨릭관동대학교,창업지식재산학과,30,100,2.2,자연과학계열
2018,가톨릭관동대학교,체육교육과,40,100,7.5,자연과학계열
2018,가톨릭관동대학교,치매전문재활전공,20,100,2.3,자연과학계열
2018,가톨릭관동대학교,컴퓨터교육과,15,100,4.7,자연과학계열
2018,가톨릭관동대학교,콘텐츠제작전공,50,96,4.1,자연과학계열
2018,가톨릭관동대학교,토목공학과,60,96.7,3.4,자연과학계열
2018,가톨릭관동대학교,항공경영학과,45,100,4.9,자연과학계열
2018,가톨릭관동대학교,항공운항서비스학과,56,100,5.4,자연과학계열
2018,가톨릭관동대학교,항공운항학과,30,100,9,자연과학계열
2018,가톨릭관동대학교,항공정비학과,30,100,10.8,자연과학계열
2018,가톨릭관동대학교,호텔경영학전공,60,100,4,자연과학계열
2018,가톨릭꽃동네대학교,간호학과,40,100,5.6,자연과학계열
2018,가톨릭꽃동네대학교,사회복지·상담심리학부,68,100,2.2,자연과학계열
2018,가톨릭대학교,경영학부,124,99.2,7.6,자연과학계열
2018,가톨릭대학교,국제학부,72,100,9,자연과학계열
2018,가톨릭대학교,기타모집단위,0,0,0,자연과학계열
2018,가톨릭대학교,동아시아언어문화학부,96,100,8.2,자연과학계열
2018,가톨릭대학교,미디어기술콘텐츠학과,58,100,8.6,자연과학계열
2018,가톨릭대학교,법정경학부,124,100,6.9,자연과학계열
2018,가톨릭대학교,사회과학부,146,100,9.8,자연과학계열
2018,가톨릭대학교,생명환경학부,135,100,9.7,자연과학계열
2018,가톨릭대학교,생활과학부,152,100,7.3,자연과학계열
2018,가톨릭대학교,영어영문학부,81,100,6.6,자연과학계열
2018,가톨릭대학교,음악과,45,100,6.3,자연과학계열
2018,가톨릭대학교,인문학부,113,100,9.8,자연과학계열
2018,가톨릭대학교,자연과학부,114,100,10.2,자연과학계열
2018,가톨릭대학교,정보통신전자공학부,70,100,11.6,자연과학계열
2018,가톨릭대학교,종교학과,19,100,5.4,자연과학계열
2018,가톨릭대학교,컴퓨터정보공학부,70,100,9,자연과학계열
2018,가톨릭대학교,특수교육과,30,100,6.3,자연과학계열
2018,가톨릭대학교,프랑스어문화학과,23,100,7.4,자연과학계열
2018,가톨릭대학교,간호학과,80,100,24.6,자연과학계열
2018,가톨릭대학교,의예과,65,100,40,자연과학계열
2018,가톨릭대학교,신학과,50,98,1.1,자연과학계열
2018,감리교신학대학교,신학부,200,99,1.7,자연과학계열
2018,강남대학교,IoT전자공학과,45,97.8,6,자연과학계열
2018,강남대학교,경제세무학과,74,100,4.9,자연과학계열
2018,강남대학교,공공인재학과,69,100,4.9,자연과학계열
2018,강남대학교,교육학과,37,100,3.9,자연과학계열
2018,강남대학교,글로벌경영학부,125,100,8.5,자연과학계열
2018,강남대학교,글로벌학부,100,99,6,자연과학계열
2018,강남대학교,기독교학과,20,95,5.2,자연과학계열
2018,강남대학교,기타모집단위,0,0,0,자연과학계열
2018,강남대학교,복지융합인재학부 미술문화복지전공,25,100,4.4,자연과학계열
2018,강남대학교,복지융합인재학부 스포츠복지전공,45,97.8,20.5,자연과학계열
